1	28.6174	30.3505	33.4717
2	28.6174	28.7926	31.7631
3	27.7683	28.613	31.4153
4	27.9398	28.6095	31.1499
5	27.6259	28.5174	30.9862
6	27.2432	28.4548	30.8833
7	27.6259	28.4788	30.7943
8	27.2484	28.4226	30.9
9	27.0907	28.3334	30.8489
10	27.6259	28.1011	30.5784
11	27.6259	28	30.4475
12	27.048	27.977	30.3256
13	27.0315	27.966	30.3108
14	26.6593	27.9101	30.1669
15	26.4219	27.8248	30.0453
16	26.6593	27.7233	29.9135
17	26.6375	27.6643	29.8451
18	26.4219	27.4967	29.756
19	26.111	27.2931	29.6255
20	26.6245	27.0357	29.4782
21	26.6375	26.8359	29.3088
22	26.6593	26.7573	29.2248
23	26.6593	26.7521	29.1993
24	25.5232	26.6852	29.1394
25	26.6593	26.6719	29.0781
26	25.7604	26.6589	29.217
27	25.7604	26.6177	29.0866
28	25.7604	26.6096	29.0116
29	25.7003	26.5729	28.9307
30	23.8209	26.4846	28.8289
31	24.8686	26.4866	28.7823
32	25.4648	26.4812	28.7561
33	25.4648	26.4004	28.6895
34	25.0638	26.2915	28.5912
35	24.8956	26.2194	28.4656
36	25.0638	26.1653	28.4459
37	25.051	26.0947	28.3739
38	25.051	26.2019	28.5609
39	25.051	26.1699	28.6026
40	25.051	25.5913	28.2111
41	25.051	25.7035	28.3537
42	25.051	25.3998	28.0878
43	24.7852	25.3267	27.9715
44	24.6361	25.2476	28.0082
45	25.051	25.1891	27.8842
46	23.5463	25.137	27.7615
47	24.8278	25.1789	27.8427
48	23.6595	25.1336	27.7627
49	23.6595	25.0916	27.7209
50	20.6712	23.5729	26.8034
51	19.941	20.6654	25.1531
52	20.1439	20.6636	24.6902
53	20.0682	20.6673	24.3577
54	20.6712	20.6712	24.0827
55	20.6712	20.6712	24.5301
56	19.8722	20.6648	24.4447
57	19.8722	20.6648	24.5122
58	19.8722	20.6667	24.1273
59	19.8722	20.668	23.984
60	20.1726	20.6652	23.9222
61	20.6712	20.6712	24.0968
62	20.5838	20.6708	24.0763
63	20.6712	20.6712	23.9661
64	20.1169	20.6687	23.8495
65	19.7016	20.6668	24.1454
66	20.6277	20.6686	24.5739
67	20.5318	20.6657	24.2952
68	20.2508	20.6599	24.2312
69	20.2508	20.644	24.0684
70	20.2508	20.6333	23.9665
71	20.1472	20.6125	23.8511
72	20.2508	20.5886	23.709
73	20.2508	20.5571	23.5557
74	20.2508	20.54	23.8307
75	20.2508	20.5306	23.7047
76	20.1439	20.5349	23.7819
77	19.4531	20.522	23.769
78	19.4531	20.4872	23.6609
79	19.3796	20.4528	23.6316
80	19.0266	20.0933	23.3727
81	19.0266	19.1113	22.6698
82	18.9586	19.1667	22.6922
83	18.9586	19.1186	22.7146
84	18.9586	19.0908	22.5857
85	18.9586	19.1202	22.6245
86	18.9586	19.0583	22.453
87	18.9586	19.1016	22.4905
88	18.7774	19.0395	22.3721
89	18.9586	19.028	22.3515
90	18.9586	19.1404	23.0412
91	18.9586	19.1032	22.756
92	18.5649	19.1188	22.6715
93	18.9586	19.0875	22.5497
94	18.1041	19.0655	22.4129
95	18.9586	19.0956	22.4632
96	19.0266	19.0759	22.3706
97	18.3662	19.1085	22.3519
98	19.0266	19.0869	22.2554
99	18.9862	19.0743	22.2428
100	18.9862	19.0921	22.2145
101	18.9183	19.0505	22.1194
102	18.9862	19.0058	22.0222
103	18.9862	19.0067	21.9596
104	18.9453	19.0069	21.9662
105	18.9862	19.0012	22.0204
106	18.9862	19.0006	21.94
107	18.6419	18.9942	21.9108
108	18.9862	18.9927	21.9732
109	18.5809	18.987	22.011
110	18.9862	18.9867	21.9544
111	18.2053	18.9839	21.952
112	18.9862	18.9862	21.8788
113	18.0638	18.9775	22.3581
114	18.6492	18.9809	22.2023
115	18.5922	19.1947	22.7147
116	18.883	18.9928	22.43
117	18.883	19.058	22.828
118	18.883	18.9817	22.6453
119	18.883	18.98	22.5097
120	16.7583	18.8574	22.2725
121	16.7583	17.7108	21.5732
122	16.7583	16.9928	20.9123
123	16.7583	16.9724	20.7897
124	16.7583	16.9688	20.7676
125	16.7583	16.9503	20.8548
126	16.7583	16.9318	20.6783
127	16.7583	16.907	20.7424
128	16.7583	16.9006	20.7412
129	16.7583	16.8959	20.7829
130	16.7583	17.6055	22.5286
131	16.7583	17.3033	21.7829
132	16.4747	17.112	21.4693
133	16.3704	16.9984	21.2207
134	16.4713	17.0062	21.055
135	16.4713	16.8408	20.8041
136	16.2805	16.7938	20.6351
137	16.7583	16.7631	20.4218
138	16.7583	16.7594	20.3058
139	16.5194	16.7586	20.2991
140	16.7583	16.7596	20.1842
141	16.6207	16.7563	20.2813
142	16.6448	16.7248	20.2165
143	16.6448	16.6711	20.0803
144	16.6448	16.6648	20.0304
145	16.6448	16.6697	20.257
146	16.6448	16.6647	20.2478
147	16.6448	16.6568	20.1288
148	16.6448	16.6482	20.0911
149	16.6448	16.6568	20.191
150	16.6448	16.6545	20.0407
151	16.6448	16.6701	20.1651
152	16.6448	16.6829	20.2354
153	16.423	16.6439	20.076
154	16.6448	16.751	20.5043
155	16.3492	16.6704	20.2577
156	16.6448	16.6568	20.1438
157	16.6448	16.6774	20.3491
158	16.5643	17.0923	20.8052
159	16.5643	17.2224	20.874
160	15.881	16.6833	20.3765
161	15.881	16.6181	20.1453
162	15.2334	16.5581	19.9397
163	15.2334	16.4848	19.7701
164	15.881	16.3617	19.6923
165	15.881	16.2617	19.5184
166	15.881	16.2238	19.4527
167	15.881	16.0942	19.3938
168	15.5975	16.0973	19.417
169	15.1809	15.9765	19.2517
170	15.5975	15.9088	19.2021
171	15.5975	15.9308	19.2611
172	15.5975	15.8011	19.1486
173	15.5975	15.6948	19.0169
174	15.5975	15.6367	18.9742
175	15.5975	15.6009	18.9308
176	15.5975	15.5997	18.8752
177	15.2779	15.5977	18.8793
178	15.5975	15.5986	18.8778
179	15.5975	15.5991	18.9939
180	15.5975	15.5995	18.9254
181	15.5726	15.5995	18.9172
182	15.5956	15.5991	18.9705
183	15.4704	15.5992	18.9313
184	15.3019	15.613	19.3326
185	15.3586	15.6002	19.0832
186	15.3586	15.6002	18.9078
187	15.3586	15.6016	19.1764
188	15.3586	15.59	19.0942
189	15.3586	15.6246	19.2075
190	15.3586	15.5669	18.9974
191	15.3586	15.5731	19.1446
192	15.3586	15.5716	18.9999
193	15.3549	15.5574	18.9378
194	15.3549	15.5781	18.9574
195	15.3586	15.5671	18.8977
196	15.3586	15.5542	18.8404
197	15.1622	15.5398	18.7041
198	15.3586	15.5448	18.6352
199	15.1789	15.5578	18.927
200	15.1789	15.5452	18.894
201	15.3586	15.5461	18.8223
202	15.1931	15.5387	18.7234
203	15.2943	15.5464	18.7839
204	15.3586	15.5408	18.6547
205	15.3586	15.5499	18.6565
206	15.3586	15.5492	18.5734
207	15.3586	15.5486	18.5533
208	15.3586	15.5563	18.5257
209	14.8418	15.5347	18.4646
210	15.3586	15.5425	18.4792
211	15.3586	15.5417	18.4853
212	15.3586	15.5267	18.4923
213	15.1398	15.5193	18.5042
214	15.3586	15.5367	18.5187
215	15.3586	15.5349	18.4916
216	15.3586	15.5618	18.6597
217	15.3586	15.6073	18.6998
218	14.3489	15.6989	18.8572
219	15.2097	15.7702	18.9649
220	15.1622	15.7202	18.8519
221	15.1622	15.6617	18.8121
222	15.1622	15.633	18.8469
223	15.1622	15.5715	18.948
224	15.1622	15.4885	18.741
225	15.1622	15.4249	18.5256
226	15.1622	15.5913	19.0285
227	15.1622	15.4981	18.7809
228	15.1622	15.4767	18.8789
229	15.1622	15.4156	18.6754
230	15.1548	15.4338	18.6341
231	15.1548	15.3998	18.5353
232	15.1548	15.3323	18.3499
233	15.1548	15.3123	18.2585
234	15.1548	15.3151	18.471
235	15.1548	15.3567	18.6625
