	1	1.32273	1.32273	0
	2	1.38436	1.35355	0.0217888
	3	1.36096	1.35602	0.0146652
	4	1.32233	1.34759	0.0131975
	5	1.3703	1.35213	0.0113121
	6	1.35467	1.35256	0.00943461
	7	1.34966	1.35214	0.00809588
	8	1.31426	1.34741	0.00835477
	9	1.3043	1.34262	0.00869165
	10	1.37001	1.34536	0.00824289
	11	1.33698	1.3446	0.00752867
	12	1.35817	1.34573	0.00698577
	13	1.36814	1.34745	0.00665776
	14	1.33346	1.34645	0.00625676
	15	1.36261	1.34753	0.00593163
	16	1.32027	1.34582	0.00580044
	17	1.38852	1.34834	0.00597837
	18	1.35933	1.34895	0.00567734
	19	1.36326	1.3497	0.00542825
	20	1.32296	1.34836	0.0053189
	1	1.33022	1.33022	0
	2	1.4086	1.36941	0.0277143
	3	1.40789	1.38224	0.0212383
	4	1.37762	1.38108	0.01596
	5	1.31087	1.36704	0.0179103
	6	1.33175	1.36116	0.0158614
	7	1.39722	1.36631	0.0144077
	8	1.3473	1.36394	0.0128011
	9	1.35593	1.36305	0.0114096
	10	1.38646	1.36539	0.0105063
	11	1.33358	1.3625	0.00994121
	12	1.40866	1.36634	0.00982886
	13	1.37856	1.36728	0.00911762
	14	1.34226	1.36549	0.00863983
	15	1.46574	1.37218	0.01033
	16	1.35234	1.37094	0.00975845
	17	1.29177	1.36628	0.0102355
	18	1.38986	1.36759	0.00975035
	19	1.37476	1.36797	0.00924448
	20	1.34767	1.36695	0.00883781
	1	1.37121	1.37121	0
	2	1.35151	1.36136	0.00696536
	3	1.31752	1.34675	0.0128051
	4	1.43328	1.36838	0.0210542
	5	1.46655	1.38801	0.0243328
	6	1.40811	1.39136	0.0205064
	7	1.26937	1.37393	0.02386
	8	1.4498	1.38342	0.022684
	9	1.42063	1.38755	0.020537
	10	1.39258	1.38806	0.0184894
	11	1.38373	1.38766	0.0168127
	12	1.44395	1.39235	0.0160527
	13	1.47154	1.39844	0.0159316
	14	1.33272	1.39375	0.0154699
	15	1.40686	1.39462	0.0144632
	16	1.36387	1.3927	0.0136864
	17	1.39464	1.39282	0.0128818
	18	1.41357	1.39397	0.0122176
	19	1.39109	1.39382	0.0115755
	20	1.45525	1.39689	0.011397
	1	1.40204	1.40204	0
	2	1.38281	1.39242	0.00680115
	3	1.41759	1.40081	0.00821351
	4	1.39004	1.39812	0.00658696
	5	1.41609	1.40171	0.00617234
	6	1.37408	1.39711	0.0066432
	7	1.33969	1.3889	0.00949193
	8	1.43956	1.39524	0.0102012
	9	1.48004	1.40466	0.0126944
	10	1.42316	1.40651	0.011559
	11	1.43812	1.40938	0.0108594
	12	1.46558	1.41407	0.0109175
	13	1.35256	1.40933	0.0110554
	14	1.44596	1.41195	0.0105707
	15	1.32677	1.40627	0.0112889
	16	1.37004	1.40401	0.010808
	17	1.42815	1.40543	0.0102651
	18	1.42902	1.40674	0.00977817
	19	1.44065	1.40852	0.00942506
	20	1.52118	1.41416	0.010503
	1	1.4092	1.4092	0
	2	1.45263	1.43091	0.0153572
	3	1.35648	1.4061	0.0226991
	4	1.39401	1.40308	0.0172244
	5	1.438	1.41006	0.0151297
	6	1.3638	1.40235	0.0144398
	7	1.4387	1.40755	0.0132777
	8	1.40351	1.40704	0.0116276
	9	1.50136	1.41752	0.0142983
	10	1.43594	1.41936	0.0129866
	11	1.46767	1.42375	0.0125265
	12	1.47711	1.4282	0.0122464
	13	1.41574	1.42724	0.0113418
	14	1.48343	1.43126	0.0112193
	15	1.41844	1.4304	0.0105038
	16	1.40742	1.42896	0.00994506
	17	1.39524	1.42698	0.00955581
	18	1.3855	1.42468	0.00929863
	19	1.42419	1.42465	0.00880926
	20	1.45618	1.42623	0.00850872
	1	1.47844	1.47844	0
	2	1.49348	1.48596	0.00531889
	3	1.37258	1.44817	0.0310602
	4	1.45168	1.44905	0.0233076
	5	1.44802	1.44884	0.018647
	6	1.42571	1.44499	0.0159327
	7	1.48259	1.45036	0.0145341
	8	1.42592	1.4473	0.0130344
	9	1.38927	1.44086	0.0130843
	10	1.4305	1.43982	0.0118168
	11	1.41472	1.43754	0.0109607
	12	1.40008	1.43442	0.0104823
	13	1.38363	1.43051	0.0103786
	14	1.47236	1.4335	0.0100585
	15	1.48744	1.4371	0.0100101
	16	1.36038	1.4323	0.01047
	17	1.36408	1.42829	0.0105952
	18	1.35537	1.42424	0.0107531
	19	1.39596	1.42275	0.0102897
	20	1.4176	1.42249	0.00977839
	1	1.48528	1.48528	0
	2	1.48894	1.48711	0.00129612
	3	1.44296	1.47239	0.0120473
	4	1.44108	1.46457	0.0112962
	5	1.44376	1.46041	0.00977304
	6	1.49318	1.46587	0.0095491
	7	1.45087	1.46372	0.00842186
	8	1.48639	1.46656	0.00783125
	9	1.57635	1.47876	0.013444
	10	1.45967	1.47685	0.0122343
	11	1.50098	1.47904	0.0113171
	12	1.42671	1.47468	0.0111828
	13	1.46918	1.47426	0.0103306
	14	1.3869	1.46802	0.0113213
