           1     1.36506     1.36506           0
           2     1.37368     1.36937  0.00304763
           3      1.3846     1.37444  0.00461625
           4     1.30201     1.35633   0.0160602
           5     1.34577     1.35422   0.0129864
           6     1.34116     1.35204   0.0110031
           7      1.3455     1.35111  0.00947082
           8     1.37984      1.3547  0.00894221
           9     1.34068     1.35314  0.00808326
          10     1.36978     1.35481  0.00744419
          11     1.32683     1.35226  0.00718872
          12     1.29967     1.34788  0.00781234
          13     1.33386      1.3468  0.00728545
          14     1.37403     1.34875   0.0070199
          15     1.44287     1.35502   0.0089261
          16     1.33573     1.35382  0.00844924
          17     1.37082     1.35482  0.00801122
          18     1.34914      1.3545  0.00757235
          19     1.33722     1.35359  0.00722825
          20     1.30607     1.35122  0.00724681
           1     1.36506     1.36506           0
           2     1.37368     1.36937  0.00304763
           3      1.3846     1.37444  0.00461625
           4     1.30201     1.35633   0.0160602
           5     1.34577     1.35422   0.0129864
           6     1.34116     1.35204   0.0110031
           7      1.3455     1.35111  0.00947082
           8     1.37984      1.3547  0.00894221
           9     1.34068     1.35314  0.00808326
          10     1.36978     1.35481  0.00744419
          11     1.32683     1.35226  0.00718872
          12     1.29967     1.34788  0.00781234
          13     1.33386      1.3468  0.00728545
          14     1.37403     1.34875   0.0070199
          15     1.44287     1.35502   0.0089261
          16     1.33573     1.35382  0.00844924
          17     1.37082     1.35482  0.00801122
          18     1.34914      1.3545  0.00757235
          19     1.33722     1.35359  0.00722825
          20     1.30607     1.35122  0.00724681
           1     1.37441     1.37441           0
           2     1.37326     1.37384 0.000404465
           3     1.36194     1.36987  0.00324997
           4     1.30759      1.3543    0.013702
           5      1.3409     1.35162   0.0112206
           6     1.36636     1.35408  0.00961569
           7     1.35197     1.35378  0.00824674
           8     1.37884     1.35691  0.00778817
           9     1.34772     1.35589  0.00698935
          10     1.36238     1.35654  0.00632049
          11     1.32891     1.35403  0.00622486
          12     1.31354     1.35065  0.00655712
          13     1.33979     1.34982   0.0061057
          14     1.36635       1.351  0.00578264
          15     1.44014     1.35694  0.00788006
          16     1.34813     1.35639  0.00740677
          17     1.36811     1.35708  0.00700309
          18     1.34207     1.35624  0.00666349
          19     1.34392      1.3556  0.00634428
          20     1.31783     1.35371  0.00630184
           1     1.37796     1.37796           0
           2     1.37326     1.37561  0.00166029
           3     1.36194     1.37105  0.00388322
           4     1.30759     1.35519   0.0140451
           5      1.3409     1.35233   0.0115231
           6     1.36636     1.35467  0.00983695
           7     1.35197     1.35428  0.00843924
           8     1.37884     1.35735  0.00792279
           9     1.34772     1.35628  0.00711433
          10     1.36238     1.35689  0.00642898
          11     1.32891     1.35435  0.00632775
          12     1.31354     1.35095  0.00665193
          13     1.33979     1.35009  0.00619534
          14     1.36635     1.35125  0.00586066
          15     1.44014     1.35718  0.00791828
          16     1.34813     1.35661  0.00744356
          17     1.36811     1.35729  0.00703635
          18     1.34207     1.35644  0.00669605
          19     1.34392     1.35578  0.00637598
          20     1.31783     1.35389  0.00633331
           1     1.37796     1.37796           0
           2     1.37326     1.37561  0.00166029
           3     1.36194     1.37105  0.00388322
           4     1.30759     1.35519   0.0140451
           5      1.3409     1.35233   0.0115231
           6     1.36636     1.35467  0.00983695
           7     1.35197     1.35428  0.00843924
           8     1.37884     1.35735  0.00792279
           9     1.34772     1.35628  0.00711433
          10     1.36238     1.35689  0.00642898
          11     1.32891     1.35435  0.00632775
          12     1.31354     1.35095  0.00665193
          13     1.33979     1.35009  0.00619534
          14     1.36635     1.35125  0.00586066
          15     1.44014     1.35718  0.00791828
          16     1.34813     1.35661  0.00744356
          17     1.36811     1.35729  0.00703635
          18     1.34207     1.35644  0.00669605
          19     1.34392     1.35578  0.00637598
          20     1.31783     1.35389  0.00633331
           1     1.37796     1.37796           0
           2     1.37326     1.37561  0.00166029
           3     1.36194     1.37105  0.00388322
           4     1.30759     1.35519   0.0140451
           5      1.3409     1.35233   0.0115231
           6     1.36636     1.35467  0.00983695
           7     1.35197     1.35428  0.00843924
           8     1.37884     1.35735  0.00792279
           9     1.34772     1.35628  0.00711433
          10     1.36238     1.35689  0.00642898
          11     1.32891     1.35435  0.00632775
          12     1.31354     1.35095  0.00665193
          13     1.33979     1.35009  0.00619534
          14     1.36635     1.35125  0.00586066
          15     1.44014     1.35718  0.00791828
          16     1.34813     1.35661  0.00744356
          17     1.36811     1.35729  0.00703635
          18     1.34207     1.35644  0.00669605
          19     1.34392     1.35578  0.00637598
          20     1.31783     1.35389  0.00633331
           1     1.37196     1.37196           0
           2     1.37075     1.37135  0.00043066
           3     1.44961     1.39744   0.0212998
           4     1.39301     1.39633   0.0160036
           5      1.3615     1.38937   0.0142386
           6     1.36054     1.38456   0.0126501
           7     1.37539     1.38325   0.0109106
           8     1.40834     1.38639  0.00998736
           9     1.38222     1.38592  0.00888836
          10      1.3174     1.37907   0.0103077
          11     1.36703     1.37798  0.00942862
          12       1.382     1.37831  0.00864885
          13     1.37997     1.37844   0.0079845
          14     1.38128     1.37864  0.00741675
          15     1.40924     1.38068   0.0071973
          16     1.37064     1.38006   0.0067748
          17     1.33058     1.37715   0.0069733
          18     1.37209     1.37686  0.00659154
          19     1.36076     1.37602  0.00629885
          20     1.37321     1.37588  0.00598547
           1     1.39153     1.39153           0
           2     1.34507      1.3683   0.0164263
           3     1.36167     1.36609   0.0110983
           4     1.39397     1.37306   0.0102824
           5       1.436     1.38565   0.0139445
           6        1.44     1.39471   0.0142628
           7     1.35594     1.38917   0.0132568
           8      1.3318       1.382   0.0133995
           9     1.38259     1.38206   0.0119109
          10     1.36036     1.37989   0.0109158
          11     1.37596     1.37954  0.00992932
          12     1.41309     1.38233  0.00948734
          13     1.38488     1.38253  0.00875957
          14     1.30608     1.37707  0.00968766
          15     1.40115     1.37867  0.00917386
          16     1.43324     1.38208  0.00921264
          17     1.37235     1.38151  0.00868851
          18     1.39572      1.3823   0.0082416
          19     1.31952       1.379  0.00844427
          20     1.36653     1.37837  0.00804503
           1     1.41226     1.41226           0
           2      1.4149     1.41358 0.000934673
           3     1.42511     1.41742  0.00319851
           4      1.4109     1.41579   0.0027839
           5     1.41494     1.41562  0.00223229
           6     1.36831     1.40774  0.00743455
           7     1.44413     1.41294  0.00798561
           8     1.43195     1.41531  0.00733261
           9     1.39764     1.41335  0.00677582
          10     1.40346     1.41236  0.00616992
          11     1.42067     1.41312  0.00565512
          12      1.4397     1.41533  0.00560109
          13     1.42373     1.41598  0.00520734
          14     1.44129     1.41779  0.00513962
          15     1.39509     1.41627  0.00501474
          16     1.37301     1.41357  0.00538122
          17     1.41624     1.41373  0.00506697
          18       1.433      1.4148   0.0048973
          19     1.34667     1.41121  0.00580556
          20     1.40325     1.41081  0.00552891
           1      1.4164      1.4164           0
           2     1.41491     1.41566 0.000526722
           3     1.44875     1.42669  0.00901441
           4     1.41425     1.42358  0.00727739
           5     1.43855     1.42657  0.00640822
           6     1.40288     1.42262   0.0064427
           7       1.407     1.42039  0.00589643
           8     1.42465     1.42092  0.00518335
           9     1.47858     1.42733  0.00759663
          10     1.45533     1.43013  0.00733477
          11     1.49002     1.43557  0.00845052
          12     1.45913     1.43754  0.00797099
          13     1.41876     1.43609  0.00748756
          14     1.43689     1.43615  0.00695295
          15     1.41545     1.43477   0.0066249
          16     1.39647     1.43238  0.00662921
          17     1.45452     1.43368  0.00636594
          18     1.45981     1.43513  0.00617562
          19     1.39334     1.43293  0.00622999
          20     1.39283     1.43093  0.00623281
           1     1.36574     1.36574           0
           2     1.42097     1.39336   0.0195249
           3     1.43854     1.40842   0.0179077
           4     1.45068     1.41898   0.0162517
           5     1.49387     1.43396   0.0186684
           6     1.45971     1.43825   0.0160426
           7     1.45769     1.44103   0.0139891
           8     1.42566     1.43911   0.0123717
           9     1.40508     1.43533   0.0115603
          10     1.38158     1.42995   0.0115865
          11     1.46362     1.43301   0.0109299
          12      1.3932      1.4297   0.0105106
          13     1.41485     1.42855  0.00976399
          14     1.42437     1.42826  0.00907112
          15     1.44532     1.42939  0.00853739
          16     1.40125     1.42763  0.00818303
          17     1.37962     1.42481  0.00817452
          18     1.46889     1.42726  0.00807894
          19     1.39405     1.42551  0.00784051
          20     1.43672     1.42607  0.00746848
           1     1.46315     1.46315           0
           2     1.40497     1.43406   0.0205688
           3     1.48642     1.45151   0.0197779
           4     1.51605     1.46765   0.0203774
           5     1.43285     1.46069   0.0174499
           6      1.4426     1.45767   0.0147996
           7      1.4028     1.44983    0.014615
           8     1.50555      1.4568   0.0143522
           9     1.43075      1.4539   0.0130461
          10     1.42157     1.45067   0.0121356
          11     1.42202     1.44807   0.0113084
          12     1.49262     1.45178   0.0109587
          13      1.4866     1.45446    0.010438
          14     1.40927     1.45123   0.0101793
          15     1.44232     1.45064  0.00951803
          16     1.46776     1.45171  0.00898316
          17     1.50563     1.45488  0.00899741
          18     1.46055     1.45519  0.00850307
          19     1.43277     1.45401  0.00813702
          20     1.45139     1.45388  0.00773122
           1     1.48227     1.48227           0
           2     1.48002     1.48115 0.000794304
           3     1.45411     1.47213  0.00737906
           4      1.4591     1.46887  0.00621259
           5     1.45947     1.46699  0.00524712
           6     1.50698     1.47366  0.00749265
           7     1.42657     1.46693  0.00894574
           8     1.46288     1.46643  0.00784187
           9     1.46451     1.46621  0.00697343
          10     1.43148     1.46274  0.00708859
          11     1.47317     1.46369  0.00650732
          12     1.44097     1.46179  0.00623435
          13     1.42289      1.4588  0.00643299
          14     1.44618      1.4579  0.00603638
          15     1.43329     1.45626  0.00585263
          16     1.42452     1.45428  0.00581336
          17     1.52708     1.45856  0.00687006
          18     1.47207     1.45931  0.00652927
          19     1.43742     1.45816  0.00628643
          20     1.49813     1.46016  0.00628173
           1     1.45739     1.45739           0
           2     1.44465     1.45102  0.00450486
           3     1.48357     1.46187   0.0093542
           4     1.52173     1.47683   0.0147376
           5     1.48287     1.47804   0.0118395
           6      1.5054      1.4826   0.0107087
           7     1.46712     1.48039  0.00940454
           8     1.41382     1.47207   0.0113273
           9     1.46525     1.47131    0.010094
          10      1.4911     1.47329  0.00927654
          11     1.52982     1.47843  0.00975363
          12     1.44475     1.47562  0.00933589
          13     1.52444     1.47938  0.00934244
          14     1.50131     1.48094  0.00880547
          15      1.5194     1.48351  0.00858355
          16     1.48037     1.48331  0.00804931
          17     1.49103     1.48377  0.00758863
          18     1.47655     1.48337  0.00717762
          19     1.45801     1.48203  0.00692277
          20     1.55038     1.48545  0.00737213
           1     1.52226     1.52226           0
           2     1.52152     1.52189 0.000259149
           3     1.44836     1.49738   0.0200133
           4     1.49184       1.496   0.0150578
           5     1.45878     1.48855   0.0137634
           6     1.44337     1.48102    0.013372
           7     1.45267     1.47697   0.0120597
           8     1.51399      1.4816   0.0114057
           9     1.54041     1.48813   0.0118635
          10     1.52559     1.49188    0.011253
          11     1.48455     1.49121   0.0102497
          12     1.48012     1.49029  0.00943717
          13     1.53723      1.4939  0.00937666
          14     1.44452     1.49037  0.00934678
          15      1.4891     1.49029  0.00872405
          16     1.50643      1.4913  0.00823692
          17     1.43411     1.48793  0.00841127
          18     1.52925     1.49023  0.00825128
          19     1.47488     1.48942  0.00785643
          20     1.55422     1.49266  0.00810412
           1     1.50316     1.50316           0
           2     1.56245      1.5328   0.0209631
           3     1.50557     1.52372   0.0158199
           4     1.40484       1.494   0.0283419
           5     1.51924     1.49905   0.0231187
           6     1.46981     1.49418   0.0197724
           7     1.54297     1.50115   0.0181349
           8     1.54948     1.50719   0.0168444
           9     1.52775     1.50948   0.0151268
          10     1.52273      1.5108   0.0136721
          11     1.57104     1.51628   0.0134815
          12      1.4572     1.51135   0.0132265
          13     1.48658     1.50945   0.0123455
          14     1.44749     1.50502   0.0122313
          15     1.53985     1.50734   0.0116341
          16     1.46491     1.50469   0.0112051
          17     1.51958     1.50557   0.0105802
          18     1.50054     1.50529  0.00999608
          19      1.4768     1.50379   0.0095818
          20     1.44921     1.50106  0.00948333
           1     1.49879     1.49879           0
           2     1.51076     1.50478  0.00423366
           3     1.46469     1.49141   0.0112694
           4     1.56263     1.50922   0.0175838
