	1	-0.460224	-0.460224	0
	2	-0.461544	-0.460884	0.00046669
	3	-0.460704	-0.460824	0.00031496
	4	-0.460752	-0.460806	0.000236734
	5	-0.4606	-0.460765	0.000192939
	6	-0.46504	-0.461477	0.000670028
	7	-0.462616	-0.46164	0.000593727
	8	-0.462168	-0.461706	0.000523167
	9	-0.463024	-0.461852	0.000485101
	10	-0.464648	-0.462132	0.00051083
	11	-0.462624	-0.462177	0.000466345
	12	-0.463136	-0.462257	0.00043428
	13	-0.461736	-0.462217	0.000402717
	14	-0.463296	-0.462294	0.00038126
	15	-0.462056	-0.462278	0.000356172
	16	-0.463	-0.462323	0.000336759
	17	-0.46164	-0.462283	0.000319337
	18	-0.462336	-0.462286	0.00030161
	19	-0.46268	-0.462307	0.000286448
	20	-0.459328	-0.462158	0.00030842
	1	-0.462808	-0.462808	0
	2	-0.461992	-0.4624	0.0002885
	3	-0.468664	-0.464488	0.00171566
	4	-0.466512	-0.464994	0.00135932
	5	-0.46656	-0.465307	0.00112296
	6	-0.465448	-0.465331	0.000936041
	7	-0.46236	-0.464906	0.000893359
	8	-0.461576	-0.46449	0.00087331
	9	-0.463976	-0.464433	0.00077814
	10	-0.465152	-0.464505	0.000703641
	11	-0.463	-0.464368	0.000652837
	12	-0.464568	-0.464385	0.000598646
	13	-0.465248	-0.464451	0.000556268
	14	-0.463232	-0.464364	0.000523306
	15	-0.464656	-0.464383	0.00048878
	16	-0.463368	-0.46432	0.000462334
	17	-0.463416	-0.464267	0.000438185
	18	-0.464968	-0.464306	0.000415569
	19	-0.463384	-0.464257	0.000396519
	20	-0.46244	-0.464166	0.000386964
	1	-0.46644	-0.46644	0
	2	-0.466312	-0.466376	4.52548e-05
	3	-0.466928	-0.46656	0.000153235
	4	-0.462328	-0.465502	0.000923434
	5	-0.464792	-0.46536	0.000749586
	6	-0.466448	-0.465541	0.000646216
	7	-0.465672	-0.46556	0.000554169
	8	-0.465824	-0.465593	0.000485879
	9	-0.46584	-0.46562	0.000432667
	10	-0.467776	-0.465836	0.00043983
	11	-0.466584	-0.465904	0.000405068
	12	-0.466752	-0.465975	0.000377426
	13	-0.464064	-0.465828	0.000375923
	14	-0.464008	-0.465698	0.000370861
	15	-0.466696	-0.465764	0.000352058
	16	-0.465176	-0.465727	0.000331969
	17	-0.468216	-0.465874	0.000343201
	18	-0.466352	-0.4659	0.00032516
	19	-0.464216	-0.465812	0.000319904
	20	-0.465856	-0.465814	0.000303917
	1	-0.469304	-0.469304	0
	2	-0.469328	-0.469316	8.48528e-06
	3	-0.465248	-0.46796	0.00110718
	4	-0.469048	-0.468232	0.000863152
	5	-0.469632	-0.468512	0.000734534
	6	-0.466216	-0.468129	0.000704776
	7	-0.463328	-0.467443	0.000876462
	8	-0.469208	-0.467664	0.000794174
	9	-0.469504	-0.467868	0.000731774
	10	-0.466232	-0.467705	0.000676647
	11	-0.468048	-0.467736	0.000615853
	12	-0.468008	-0.467759	0.000564949
	13	-0.467328	-0.467726	0.000522461
	14	-0.46644	-0.467634	0.000493146
	15	-0.4694	-0.467751	0.00047412
	16	-0.4686	-0.467804	0.000447443
	17	-0.467208	-0.467769	0.000422497
	18	-0.469648	-0.467874	0.000411713
	19	-0.469584	-0.467964	0.000399763
	20	-0.467072	-0.467919	0.000382253
	1	-0.46784	-0.46784	0
	2	-0.46996	-0.4689	0.000749533
	3	-0.470096	-0.469299	0.00059636
	4	-0.468784	-0.46917	0.000460941
	5	-0.471152	-0.469566	0.000511552
	6	-0.470368	-0.4697	0.000443396
	7	-0.469976	-0.469739	0.000381803
	8	-0.468376	-0.469569	0.000370166
	9	-0.472512	-0.469896	0.000450902
	10	-0.470528	-0.469959	0.000410217
	11	-0.47036	-0.469996	0.00037454
	12	-0.468992	-0.469912	0.000352543
	13	-0.470096	-0.469926	0.000325708
	14	-0.472608	-0.470118	0.000354325
	15	-0.473904	-0.47037	0.000410892
	16	-0.468712	-0.470267	0.000398066
	17	-0.468024	-0.470135	0.000395904
	18	-0.4688	-0.47006	0.000380789
	19	-0.468592	-0.469983	0.000368507
	20	-0.470624	-0.470015	0.000351472
	1	-0.473928	-0.473928	0
	2	-0.474088	-0.474008	5.65685e-05
	3	-0.472224	-0.473413	0.000487006
	4	-0.469784	-0.472506	0.000866517
	5	-0.473224	-0.47265	0.000705012
	6	-0.470336	-0.472264	0.00068489
	7	-0.471216	-0.472114	0.00060319
	8	-0.472304	-0.472138	0.000528257
	9	-0.470136	-0.471916	0.000514268
	10	-0.472936	-0.472018	0.000472857
	11	-0.46956	-0.471794	0.000479757
	12	-0.47172	-0.471788	0.000439817
	13	-0.473464	-0.471917	0.00042446
	14	-0.473632	-0.472039	0.00041144
	15	-0.471504	-0.472004	0.000385556
	16	-0.472304	-0.472023	0.000361915
	17	-0.472688	-0.472062	0.000342737
