           1    0.203538    0.203538           0
           2    0.198854    0.201196  0.00165591
           3    0.205364    0.202585  0.00158293
           4    0.195988    0.200936  0.00185731
           5    0.198552    0.200459  0.00154584
           6    0.199702    0.200333  0.00129334
           7    0.192691    0.199241   0.0015002
           8    0.196134    0.198853  0.00136204
           9    0.196808    0.198626   0.0012295
          10    0.195971     0.19836  0.00113485
          11    0.197969    0.198324  0.00103224
          12    0.192467    0.197836  0.00105533
          13    0.197294    0.197795 0.000974976
          14    0.196342    0.197691 0.000910836
          15    0.199569    0.197816  0.00085868
          16    0.202272    0.198095 0.000848964
          17    0.195247    0.197927 0.000815383
          18    0.199477    0.198013 0.000774616
          19    0.196126    0.197914 0.000740188
          20    0.195768    0.197807 0.000710915
           1    0.203538    0.203538           0
           2    0.198854    0.201196  0.00165591
           3    0.205364    0.202585  0.00158293
           4    0.195988    0.200936  0.00185731
           5    0.198552    0.200459  0.00154584
           6    0.199702    0.200333  0.00129334
           7    0.192691    0.199241   0.0015002
           8    0.196134    0.198853  0.00136204
           9    0.196808    0.198626   0.0012295
          10    0.195971     0.19836  0.00113485
          11    0.197969    0.198324  0.00103224
          12    0.192467    0.197836  0.00105533
          13    0.197294    0.197795 0.000974976
          14    0.196342    0.197691 0.000910836
          15    0.199569    0.197816  0.00085868
          16    0.202272    0.198095 0.000848964
          17    0.195247    0.197927 0.000815383
          18    0.199477    0.198013 0.000774616
          19    0.196126    0.197914 0.000740188
          20    0.195768    0.197807 0.000710915
           1    0.199653    0.199653           0
           2    0.200915    0.200284  0.00044629
           3    0.197506    0.199358 0.000812631
           4     0.19728    0.198839 0.000757487
           5    0.199608    0.198992 0.000621418
           6    0.197703    0.198778 0.000553751
           7    0.194427    0.198156   0.0007459
           8    0.197091    0.198023 0.000664434
           9    0.195206     0.19771 0.000660241
          10    0.197599    0.197699  0.00059431
          11    0.195002    0.197454 0.000588695
          12    0.192159    0.197012 0.000685326
          13    0.192531    0.196668 0.000714072
          14    0.196612    0.196664 0.000663078
