	1	0.196535	0.196535	0
	2	0.195966	0.196251	0.000201233
	3	0.203826	0.198776	0.00206602
	4	0.198745	0.198768	0.00154953
	5	0.198784	0.198771	0.00123963
	6	0.195922	0.198296	0.00112026
	7	0.199822	0.198514	0.000981206
	8	0.195113	0.198089	0.000946187
	9	0.196926	0.19796	0.000849842
	10	0.196526	0.197817	0.000776862
	11	0.19341	0.197416	0.000802911
	12	0.203101	0.19789	0.000864547
	13	0.19743	0.197854	0.000798766
	14	0.191728	0.197417	0.000853193
	15	0.195015	0.197257	0.000811197
	16	0.200548	0.197462	0.000786139
	17	0.202234	0.197743	0.00078842
	18	0.198596	0.19779	0.000746041
	19	0.19577	0.197684	0.000714313
	20	0.195586	0.197579	0.000686255
	1	0.196409	0.196409	0
	2	0.196903	0.196656	0.000174615
	3	0.199811	0.197707	0.000866603
	4	0.195177	0.197075	0.000850057
	5	0.198635	0.197387	0.00073513
	6	0.202687	0.19827	0.00101267
	7	0.197488	0.198158	0.000874144
	8	0.199523	0.198329	0.000781344
	9	0.196898	0.19817	0.000710513
	10	0.204985	0.198852	0.000909334
	11	0.199029	0.198868	0.00082681
	12	0.200721	0.199022	0.000772204
	13	0.200253	0.199117	0.000718587
	14	0.199968	0.199178	0.000669827
	15	0.201402	0.199326	0.000641376
	16	0.203339	0.199577	0.000648469
	17	0.194793	0.199295	0.000668592
	18	0.197837	0.199214	0.000636338
	19	0.194246	0.198953	0.000654363
	20	0.196425	0.198826	0.000633735
	1	0.195267	0.195267	0
	2	0.201361	0.198314	0.00215444
	3	0.200347	0.198992	0.00153915
	4	0.204534	0.200377	0.00166512
	5	0.197454	0.199793	0.00143106
	6	0.197229	0.199366	0.00125471
	7	0.194064	0.198608	0.00128388
	8	0.200992	0.198906	0.00115745
	9	0.197063	0.198701	0.0010468
	10	0.204865	0.199318	0.00110883
	11	0.197488	0.199151	0.00102043
	12	0.195945	0.198884	0.000969733
	13	0.201246	0.199066	0.000912002
	14	0.199036	0.199064	0.000846862
	15	0.196351	0.198883	0.000809486
	16	0.207037	0.199393	0.000905217
	17	0.194486	0.199104	0.000896793
	18	0.201799	0.199254	0.000859383
	19	0.199839	0.199285	0.000814703
	20	0.200465	0.199344	0.000776102
	1	0.204087	0.204087	0
	2	0.198684	0.201385	0.00191005
	3	0.205989	0.20292	0.00178644
	4	0.200387	0.202287	0.0014477
	5	0.203549	0.202539	0.00117997
	6	0.196896	0.201599	0.00130544
	7	0.201369	0.201566	0.00111936
	8	0.193489	0.200556	0.00136056
	9	0.19766	0.200235	0.00124686
	10	0.198666	0.200078	0.001132
	11	0.19653	0.199755	0.00107405
	12	0.199635	0.199745	0.00098459
	13	0.195642	0.199429	0.000958106
	14	0.202367	0.199639	0.000912357
	15	0.202299	0.199817	0.000868592
	16	0.192936	0.199387	0.000914581
	17	0.207443	0.19986	0.000975875
	18	0.19948	0.199839	0.000921889
	19	0.202068	0.199957	0.000880802
	20	0.203886	0.200153	0.000858388
	1	0.198292	0.198292	0
	2	0.206501	0.202397	0.00290246
	3	0.203088	0.202627	0.0019441
	4	0.209042	0.204231	0.0020136
	5	0.20163	0.203711	0.00167672
	6	0.204423	0.203829	0.00140147
	7	0.201708	0.203526	0.00123361
	8	0.199957	0.20308	0.00115727
	9	0.204351	0.203221	0.00103727
	10	0.196533	0.202553	0.00112875
	11	0.200823	0.202395	0.00103703
	12	0.201305	0.202305	0.000954588
	13	0.201539	0.202246	0.000882973
	14	0.20497	0.20244	0.000841071
	15	0.196951	0.202074	0.000860944
	16	0.205439	0.202285	0.000832418
	17	0.205747	0.202488	0.000807982
	18	0.200466	0.202376	0.000770861
	19	0.200955	0.202301	0.000733908
	20	0.206986	0.202535	0.00073364
	1	0.203289	0.203289	0
	2	0.20461	0.203949	0.000467116
	3	0.200958	0.202952	0.000871479
	4	0.210126	0.204746	0.00168517
	5	0.202883	0.204373	0.00138869
	6	0.20709	0.204826	0.00122882
	7	0.204762	0.204817	0.00105331
	8	0.207034	0.205094	0.000957412
	9	0.205406	0.205129	0.000851659
	10	0.201417	0.204757	0.000843494
	11	0.205336	0.20481	0.000768451
	12	0.207517	0.205036	0.000736783
	13	0.196681	0.204393	0.000918576
