1.20179	0
1.20414	0.00235561
1.20282	0.00190061
1.19936	0.00370762
1.2009	0.00325703
1.20184	0.00282235
1.20162	0.00239539
1.20214	0.00213842
1.20152	0.00198411
1.20098	0.00185498
1.20192	0.0019209
1.20237	0.00180928
1.20289	0.00174527
1.20344	0.00170663
1.20389	0.00165186
1.20422	0.00158009
1.2048	0.00159283
1.20498	0.00151232
1.20549	0.00151858
1.20537	0.00144536
1.20542	0.00137556
1.20533	0.00131455
1.20542	0.00125931
1.20591	0.00130107
1.20546	0.00132422
1.20534	0.00127827
1.20584	0.00132828
1.20619	0.00132586
1.20687	0.00144817
1.2074	0.00149597
1.20691	0.00152526
1.20762	0.00163577
1.20852	0.00182558
1.20883	0.00179745
1.20951	0.00187502
1.21009	0.00191017
1.21011	0.00185794
1.21024	0.00181298
1.21048	0.00178313
1.21067	0.00174776
1.21067	0.0017046
1.21035	0.00169351
1.20979	0.00174747
1.20911	0.00183495
1.2081	0.00206261
1.20748	0.00210868
1.20685	0.00215734
1.20611	0.002239
1.20556	0.00225963
1.20519	0.00224484
1.20488	0.00222224
1.20461	0.00219641
1.20449	0.00215782
1.20415	0.00214443
1.20354	0.00219068
1.20297	0.00222554
1.2026	0.00221758
1.20225	0.00220601
1.2016	0.00226506
1.20124	0.00225575
1.20104	0.00222789
1.2011	0.00219264
1.20059	0.00221731
1.20022	0.00221392
1.19999	0.00219133
1.2	0.0021579
1.20003	0.00212561
1.19984	0.00210284
1.19944	0.00210909
1.19926	0.00208717
1.19893	0.00208408
1.19868	0.00206985
1.19823	0.00208925
1.19803	0.00207086
1.1981	0.00204434
1.19835	0.00203325
1.19868	0.00203254
1.19863	0.00200688
1.19889	0.00199808
1.1994	0.00203805
1.19965	0.0020277
1.19975	0.00200561
1.20023	0.00203773
1.20038	0.00201893
1.20068	0.00201796
1.20085	0.00200143
1.20087	0.00197841
1.20081	0.00195687
1.20081	0.00193476
1.20092	0.00191615
1.201	0.00189662
1.20114	0.00188151
1.20111	0.00186152
1.20141	0.00186711
1.20174	0.00187588
1.20221	0.00191517
1.20263	0.00194084
1.20305	0.00196567
1.20354	0.00200605
1.20396	0.00203089
