1.4246	0
1.42465	5.10226e-05
1.42472	7.49217e-05
1.42471	5.42038e-05
1.42466	6.49328e-05
1.42469	5.83957e-05
1.42469	4.95871e-05
1.42468	4.49478e-05
1.42471	5.10479e-05
1.42468	5.44411e-05
1.42468	4.92541e-05
1.42468	4.54279e-05
1.42468	4.18149e-05
1.42469	3.88118e-05
1.42469	3.63917e-05
1.42469	3.43294e-05
1.42469	3.24053e-05
1.42468	3.20223e-05
1.42468	3.06463e-05
1.42469	2.91714e-05
1.42468	2.80389e-05
1.42468	2.67343e-05
1.42468	2.64725e-05
1.42467	2.54496e-05
1.42469	2.71708e-05
1.42467	3.14258e-05
1.42466	3.11454e-05
1.42466	3.01265e-05
1.42464	3.50874e-05
1.42467	4.12369e-05
1.42466	4.15557e-05
1.42464	4.29498e-05
1.42465	4.23138e-05
1.42465	4.10618e-05
1.42464	4.06431e-05
1.42465	4.04791e-05
1.42466	4.03958e-05
1.42465	4.06275e-05
1.42465	3.95794e-05
1.42465	3.8711e-05
1.42466	3.80222e-05
1.42466	3.77004e-05
1.42466	3.68462e-05
1.42467	3.67658e-05
1.42467	3.60378e-05
1.42467	3.53264e-05
1.42467	3.47161e-05
1.42467	3.39873e-05
1.42467	3.34923e-05
1.42466	3.28301e-05
1.42466	3.21852e-05
1.42466	3.16395e-05
1.42466	3.10368e-05
1.42467	3.10549e-05
1.42467	3.058e-05
1.42467	3.01221e-05
1.42467	2.96286e-05
1.42467	2.92319e-05
1.42467	2.88052e-05
1.42467	2.86522e-05
1.42466	2.83891e-05
1.42466	2.79876e-05
1.42467	2.89178e-05
1.42466	2.89181e-05
1.42466	2.90047e-05
1.42466	2.87638e-05
1.42466	2.83358e-05
1.42466	2.82163e-05
1.42466	2.79345e-05
1.42465	2.76793e-05
1.42466	2.73077e-05
1.42465	2.6984e-05
1.42465	2.66157e-05
1.42465	2.69721e-05
1.42464	2.68855e-05
1.42464	2.67551e-05
1.42464	2.64983e-05
1.42465	2.66402e-05
1.42464	2.84039e-05
1.42464	2.80966e-05
1.42465	2.91826e-05
1.42464	2.95396e-05
1.42464	2.91932e-05
1.42465	2.91141e-05
1.42465	2.87976e-05
1.42465	2.87501e-05
1.42465	2.84519e-05
1.42465	2.81885e-05
1.42465	2.79067e-05
1.42465	2.75991e-05
1.42465	2.73117e-05
1.42465	2.70134e-05
1.42465	2.67215e-05
1.42465	2.67601e-05
1.42465	2.64772e-05
1.42465	2.62531e-05
1.42465	2.60381e-05
1.42465	2.58381e-05
1.42465	2.55764e-05
1.42465	2.53216e-05
