-5.46431	0
-5.46044	0.00387067
-5.46065	0.00224447
-5.46174	0.00192762
-5.46187	0.00149869
-5.4614	0.00131212
-5.46048	0.00143605
-5.46054	0.00124481
-5.46016	0.00116223
-5.46038	0.00106237
-5.46036	0.000961119
-5.46023	0.000885981
-5.46009	0.000826882
-5.45991	0.000787818
-5.45986	0.000735088
-5.46003	0.000707757
-5.45987	0.000682196
-5.45976	0.000652308
-5.45962	0.000632852
-5.45973	0.000609609
-5.4597	0.000580629
-5.45974	0.000555432
-5.45984	0.000540049
-5.45991	0.000521205
-5.46005	0.000519379
-5.45997	0.000505263
-5.45986	0.000498675
-5.45981	0.000483043
-5.4599	0.00047429
-5.45987	0.000459462
-5.4599	0.00044559
-5.4599	0.000431482
-5.45976	0.000442779
-5.45984	0.000437049
-5.45974	0.000435158
-5.45979	0.000425942
-5.45979	0.00041427
-5.45977	0.000403635
-5.45976	0.00039353
-5.45979	0.000385142
-5.45973	0.000381472
-5.45974	0.000372524
-5.45977	0.00036468
-5.45975	0.000356824
-5.45979	0.00035103
-5.45979	0.000343407
-5.45976	0.000337248
-5.45968	0.000341503
-5.45974	0.000340876
-5.45979	0.000337518
-5.45983	0.000332527
-5.45987	0.000329338
-5.45987	0.000323078
-5.45992	0.000320888
-5.45988	0.000317646
-5.45983	0.000314943
-5.45983	0.000309368
-5.45984	0.00030405
-5.45986	0.000299287
-5.45984	0.000294916
-5.45982	0.000290662
-5.45984	0.000286718
-5.45984	0.000282141
-5.45982	0.0002781
-5.45981	0.000274033
-5.45983	0.00027047
-5.45985	0.000267131
-5.45985	0.000263202
-5.45984	0.00025947
-5.45986	0.00025634
-5.45983	0.0002549
-5.45983	0.00025136
-5.4599	0.000256817
-5.45991	0.000253394
-5.45996	0.000255773
-5.46001	0.000258241
-5.46002	0.000254872
-5.46005	0.000253347
-5.46002	0.000251583
-5.46004	0.000248986
-5.46002	0.000246159
-5.45999	0.000245906
-5.45997	0.000243604
-5.45992	0.000245596
-5.45993	0.000242914
-5.45991	0.000240954
-5.45989	0.000238778
-5.45992	0.000237725
-5.45991	0.000235511
-5.45993	0.000234516
-5.45995	0.000232659
-5.45992	0.000231944
-5.45993	0.000229559
-5.45991	0.0002279
-5.45987	0.00022972
-5.45989	0.000228175
-5.45989	0.000225901
-5.45991	0.000224059
-5.45989	0.000222997
-5.45991	0.000221756
